,Employee_ID,Age,Critical_Job_Role,Risk_of_Loss,Impact_of_Loss,Future_Leader,Gender,Generation,Managerial_Employee,Minority,Organization_Tenure_Months,Salary,Employment_Type,Employment_Type_2,High_Potential,TimeInPrevPositionMonth,Current Functional Area,Current Job Level,Current Career Path,Current Performance Rating,Current Region,Current Country,CurCountryLat,CurCountryLon,Promotion within last 3 years,Changed Position within last 2 years,Change in Performance Rating,FunctionalAreaChangeType,JobLevelChangeType,Flight_Risk,age_binned,tenure_binned,salary_binned,Previous Functional Area,Previous Job Level,Previous Career Path,Previous Performance Rating,PrevCountryLat,PrevCountryLon,Previous Region,Previous Functional Area_new,Previous Job Level_new,Previous Career Path_new,Previous Performance Rating_new,Previous Region_new
1028,19568,21,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,5,40000,Part-Time,Temporary,No,52,Sales,4 - Expert / Manager,Functional,4 - Exceeds Expectations,EMEA,Russia,64.686314,97.745306,No,Yes,2 - Constant,Intra-Functional Move,Promotion,Yes,1,1,2,Sales,3 - Senior,Functional,4 - Exceeds Expectations,64.686314,97.745306,EMEA,3,2,1,3,2
1029,19562,21,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,No,52,Service,3 - Senior,Functional,4 - Exceeds Expectations,APJ,Japan,36.574844,139.239418,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,1,1,2,Service,3 - Senior,Functional,3 - Meets Expectations,36.574844,139.239418,APJ,4,2,1,2,0
1030,19955,22,Yes,High,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,No,52,Sales,3 - Senior,Functional,3 - Meets Expectations,EMEA,Spain,40.002803,-4.003104,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,2,Sales,3 - Senior,Functional,3 - Meets Expectations,40.002803,-4.003104,EMEA,3,2,1,2,2
1031,19958,22,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Minority,2,40000,Full-Time,Temporary,Yes,52,Sales,4 - Expert / Manager,Functional,4 - Exceeds Expectations,APJ,Singapore,1.290475,103.852036,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,1,1,2,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,1.290475,103.852036,APJ,3,3,1,2,0
1032,21143,22,No,Low,Medium,No,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,No,39,R&D,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,2,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,22.351115,78.667743,APJ,2,3,1,3,0
1033,21560,22,Yes,Medium,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,Yes,36,Service,5 - Senior Expert / Senior Manager,Project / Management,5 - Consistently Exceeds Expectations,EMEA,Denmark,55.670249,10.333328,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,1,1,2,Service,5 - Senior Expert / Senior Manager,Functional,4 - Exceeds Expectations,55.670249,10.333328,EMEA,4,4,1,3,2
1034,25474,23,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,5,40000,Full-Time,Temporary,No,36,R&D,3 - Senior,Functional,4 - Exceeds Expectations,APJ,China,35.000074,104.999927,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,2,1,2,R&D,3 - Senior,Functional,4 - Exceeds Expectations,35.000074,104.999927,APJ,2,2,1,3,0
1035,25469,23,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Minority,2,40000,Full-Time,Temporary,Yes,36,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,EMEA,Israel,30.876027,35.00152,No,Yes,2 - Constant,Intra-Functional Move,Promotion,Yes,2,1,2,R&D,3 - Senior,Functional,4 - Exceeds Expectations,30.876027,35.00152,EMEA,2,2,1,3,2
1036,25476,23,Yes,High,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,Yes,36,Support,2 - Specialist,Functional,4 - Exceeds Expectations,APJ,Singapore,1.290475,103.852036,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,2,1,2,Support,2 - Specialist,Functional,3 - Meets Expectations,1.290475,103.852036,APJ,5,1,1,2,0
1037,22692,23,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,5,40000,Full-Time,Temporary,No,29,R&D,5 - Senior Expert / Senior Manager,Project / Management,5 - Consistently Exceeds Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Intra-Functional Move,Promotion,Yes,2,1,2,R&D,4 - Expert / Manager,Project / Management,5 - Consistently Exceeds Expectations,22.351115,78.667743,APJ,2,3,2,4,0
1038,22704,23,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,24,40000,Full-Time,Temporary,No,28,Support,3 - Senior,Functional,3 - Meets Expectations,EMEA,Ireland,52.865196,-7.97946,No,Yes,2 - Constant,Intra-Functional Move,Promotion,Yes,2,3,2,Support,2 - Specialist,Functional,3 - Meets Expectations,52.865196,-7.97946,EMEA,5,1,1,2,2
1039,22847,23,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,24,40000,Full-Time,Temporary,No,26,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,APJ,India,22.351115,78.667743,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,2,3,2,R&D,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,22.351115,78.667743,APJ,2,3,1,4,0
1040,26066,24,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,5,40000,Full-Time,Temporary,No,24,Support,3 - Senior,Functional,4 - Exceeds Expectations,EMEA,France,46.603353999999996,1.888334,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,2,1,2,Support,3 - Senior,Functional,4 - Exceeds Expectations,46.603353999999996,1.888334,EMEA,5,2,1,3,2
1041,26053,24,Yes,High,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,Yes,24,Service,3 - Senior,Functional,3 - Meets Expectations,EMEA,Switzerland,46.798562,8.231974000000001,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,2,1,2,Service,3 - Senior,Functional,3 - Meets Expectations,46.798562,8.231974000000001,EMEA,4,2,1,2,2
1042,23298,23,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,No,23,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,2,1,2,R&D,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,22.351115,78.667743,APJ,2,3,2,3,0
1043,26644,24,Yes,High,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,Yes,12,Support,2 - Specialist,Functional,3 - Meets Expectations,EMEA,Italy,42.638426,12.674297,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,2,1,2,Support,2 - Specialist,Functional,3 - Meets Expectations,42.638426,12.674297,EMEA,5,1,1,2,2
1044,26648,24,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,Yes,12,Marketing,3 - Senior,Functional,0 - No performance Measurement,EMEA,Switzerland,46.798562,8.231974000000001,No,No,0 - Not available,Intra-Functional Move,Same Level,Yes,2,1,2,Marketing,3 - Senior,Functional,4 - Exceeds Expectations,46.798562,8.231974000000001,EMEA,1,2,1,3,2
1045,26651,24,Yes,Medium,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,Yes,12,Marketing,5 - Senior Expert / Senior Manager,Project / Management,0 - No performance Measurement,EMEA,France,46.603353999999996,1.888334,No,No,0 - Not available,Intra-Functional Move,Same Level,Yes,2,1,2,Marketing,5 - Senior Expert / Senior Manager,Project / Management,4 - Exceeds Expectations,46.603353999999996,1.888334,EMEA,1,4,2,3,2
1046,16500,20,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Minority,5,40000,Full-Time,Temporary,Yes,9,Support,3 - Senior,Functional,4 - Exceeds Expectations,EMEA,Italy,42.638426,12.674297,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,2,Support,3 - Senior,Functional,4 - Exceeds Expectations,42.638426,12.674297,EMEA,5,2,1,3,2
1047,10309,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,5,40000,Full-Time,Temporary,No,5,R&D,2 - Specialist,Functional,4 - Exceeds Expectations,APJ,China,35.000074,104.999927,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,1,1,2,R&D,2 - Specialist,Functional,3 - Meets Expectations,35.000074,104.999927,APJ,2,1,1,2,0
1343,29139,18,No,Low,Medium,No,Male,Generation Z,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,0,Service,2 - Specialist,Functional,1 - Does Not Meet Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,3 - Decreasing,Cross-Functional Move,Same Level,Yes,1,1,3,Support,2 - Specialist,Functional,3 - Meets Expectations,51.083420000000004,10.423447,EMEA,5,1,1,2,2
1344,29140,18,No,Medium,Medium,No,Female,Generation Z,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,0,Service,2 - Specialist,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,3 - Decreasing,Cross-Functional Move,Same Level,Yes,1,1,3,R&D,2 - Specialist,Functional,4 - Exceeds Expectations,51.083420000000004,10.423447,EMEA,2,1,1,3,2
1345,29142,18,No,Medium,Medium,No,Female,Generation Z,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,0,Support,3 - Senior,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,3 - Decreasing,Cross-Functional Move,Same Level,Yes,1,1,3,Service,3 - Senior,Functional,5 - Consistently Exceeds Expectations,51.083420000000004,10.423447,EMEA,4,2,1,4,2
1346,29145,18,No,Medium,Medium,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,0,Service,5 - Senior Expert / Senior Manager,Project / Management,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,Cross-Functional Move,Same Level,Yes,1,1,3,Support,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,51.083420000000004,10.423447,EMEA,5,4,2,2,2
1347,18088,20,No,Low,Low,No,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,55,Service,5 - Senior Expert / Senior Manager,Functional,4 - Exceeds Expectations,EMEA,Switzerland,46.798562,8.231974000000001,No,Yes,1 - Increasing,Intra-Functional Move,Promotion,Yes,1,1,3,Service,4 - Expert / Manager,Project / Management,3 - Meets Expectations,46.798562,8.231974000000001,EMEA,4,3,2,2,2
1348,18684,21,No,Medium,High,No,Female,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,52,Support,3 - Senior,Functional,4 - Exceeds Expectations,EMEA,Ireland,52.865196,-7.97946,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,3,Support,3 - Senior,Functional,4 - Exceeds Expectations,64.686314,97.745306,EMEA,5,2,1,3,2
1349,18973,21,Yes,High,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,52,R&D,2 - Specialist,Functional,4 - Exceeds Expectations,EMEA,Israel,30.876027,35.00152,No,Yes,1 - Increasing,Intra-Functional Move,Demotion,Yes,1,1,3,R&D,3 - Senior,Functional,3 - Meets Expectations,30.876027,35.00152,EMEA,2,2,1,2,2
1350,19306,21,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,Yes,52,Service,4 - Expert / Manager,Functional,0 - No performance Measurement,APJ,Japan,36.574844,139.239418,No,No,0 - Not available,Intra-Functional Move,Promotion,Yes,1,1,3,Service,3 - Senior,Functional,2 - Partially Meets Expectations,36.574844,139.239418,APJ,4,2,1,1,0
1351,19961,22,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,52,Sales,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,EMEA,Switzerland,46.798562,8.231974000000001,No,Yes,1 - Increasing,Intra-Functional Move,Promotion,Yes,1,1,3,Sales,3 - Senior,Functional,3 - Meets Expectations,46.798562,8.231974000000001,EMEA,3,2,1,2,2
1352,20473,22,No,Low,Medium,No,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,Yes,51,Support,3 - Senior,Functional,3 - Meets Expectations,EMEA,Ireland,52.865196,-7.97946,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,3,Support,3 - Senior,Functional,3 - Meets Expectations,52.865196,-7.97946,EMEA,5,2,1,2,2
1353,24781,23,No,Medium,High,No,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,48,Marketing,2 - Specialist,Functional,2 - Partially Meets Expectations,EMEA,Netherlands,52.237989,5.534607,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,2,1,3,Marketing,2 - Specialist,Functional,3 - Meets Expectations,52.237989,5.534607,EMEA,1,1,1,2,2
1354,21007,22,Yes,High,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,11,50000,Full-Time,Temporary,No,40,R&D,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Israel,30.876027,35.00152,No,No,0 - Not available,Intra-Functional Move,Demotion,Yes,1,1,3,R&D,4 - Expert / Manager,Project / Management,2 - Partially Meets Expectations,30.876027,35.00152,EMEA,2,3,2,1,2
1355,21002,22,No,High,High,No,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,Yes,40,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,3,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,22.351115,78.667743,APJ,2,3,1,3,0
1356,21691,22,No,Medium,High,No,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,Yes,33,Support,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,EMEA,Ireland,52.865196,-7.97946,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,3,Support,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,52.865196,-7.97946,EMEA,5,3,2,3,2
1357,21966,22,No,Low,High,No,Female,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,33,R&D,4 - Expert / Manager,Project / Management,0 - No performance Measurement,APJ,India,22.351115,78.667743,No,No,0 - Not available,Intra-Functional Move,Demotion,Yes,1,1,3,R&D,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,22.351115,78.667743,APJ,2,4,2,2,0
1358,22231,22,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,Yes,33,Sales,4 - Expert / Manager,Functional,0 - No performance Measurement,APJ,Singapore,1.290475,103.852036,No,No,0 - Not available,Intra-Functional Move,Same Level,Yes,1,1,3,Sales,4 - Expert / Manager,Project / Management,3 - Meets Expectations,1.290475,103.852036,APJ,3,3,2,2,0
1359,22232,22,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,Yes,33,Sales,3 - Senior,Functional,4 - Exceeds Expectations,APJ,Thailand,14.897192,100.83273,No,Yes,1 - Increasing,Intra-Functional Move,Demotion,Yes,1,1,3,Sales,4 - Expert / Manager,Functional,2 - Partially Meets Expectations,14.897192,100.83273,APJ,3,3,1,1,0
1360,26057,24,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,24,Support,2 - Specialist,Functional,3 - Meets Expectations,EMEA,France,46.603353999999996,1.888334,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,2,1,3,Support,2 - Specialist,Functional,4 - Exceeds Expectations,46.603353999999996,1.888334,EMEA,5,1,1,3,2
1361,26061,24,No,Low,Medium,No,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,24,Support,4 - Expert / Manager,Functional,4 - Exceeds Expectations,EMEA,France,46.603353999999996,1.888334,No,Yes,2 - Constant,Intra-Functional Move,Promotion,Yes,2,1,3,Support,3 - Senior,Functional,4 - Exceeds Expectations,46.603353999999996,1.888334,EMEA,5,2,1,3,2
1362,26072,24,No,Medium,High,No,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,24,R&D,3 - Senior,Functional,4 - Exceeds Expectations,APJ,India,22.351115,78.667743,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,2,1,3,R&D,3 - Senior,Functional,3 - Meets Expectations,22.351115,78.667743,APJ,2,2,1,2,0
1363,23557,23,Yes,Low,High,Yes,Male,Generation Y,Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,18,R&D,2 - Specialist,Functional,3 - Meets Expectations,EMEA,Israel,30.876027,35.00152,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,2,1,3,R&D,2 - Specialist,Functional,3 - Meets Expectations,30.876027,35.00152,EMEA,2,1,1,2,2
1364,23560,23,No,Medium,Medium,No,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,18,R&D,2 - Specialist,Functional,3 - Meets Expectations,EMEA,Israel,30.876027,35.00152,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,2,1,3,R&D,2 - Specialist,Functional,3 - Meets Expectations,30.876027,35.00152,EMEA,2,1,1,2,2
1365,23994,23,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,Yes,18,Sales,3 - Senior,Functional,3 - Meets Expectations,EMEA,South Africa,-28.816623999999997,24.991639000000003,No,Yes,2 - Constant,Intra-Functional Move,Demotion,Yes,2,1,3,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,-28.816623999999997,24.991639000000003,EMEA,3,3,1,2,2
1366,24534,23,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,Yes,15,R&D,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,EMEA,Israel,30.876027,35.00152,No,Yes,1 - Increasing,Intra-Functional Move,Promotion,Yes,2,1,3,R&D,2 - Specialist,Functional,4 - Exceeds Expectations,30.876027,35.00152,EMEA,2,1,1,3,2
1367,26647,24,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,11,50000,Full-Time,Temporary,Yes,12,R&D,5 - Senior Expert / Senior Manager,Project / Management,5 - Consistently Exceeds Expectations,EMEA,Israel,30.876027,35.00152,No,Yes,1 - Increasing,Intra-Functional Move,Promotion,Yes,2,1,3,R&D,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,30.876027,35.00152,EMEA,2,3,2,3,2
1368,10772,20,Yes,Low,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,9,Sales,5 - Senior Expert / Senior Manager,Project / Management,4 - Exceeds Expectations,EMEA,Turkey,38.959759000000005,34.924965,No,Yes,2 - Constant,Intra-Functional Move,Promotion,Yes,1,1,3,Sales,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,38.959759000000005,34.924965,EMEA,3,3,2,3,2
1369,10310,20,Yes,Medium,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,8,50000,Full-Time,Temporary,No,5,R&D,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,EMEA,Israel,30.876027,35.00152,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,1,1,3,R&D,4 - Expert / Manager,Project / Management,3 - Meets Expectations,30.876027,35.00152,EMEA,2,3,2,2,2
1370,10311,20,No,High,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,Yes,5,Sales,2 - Specialist,Functional,5 - Consistently Exceeds Expectations,APJ,Thailand,14.897192,100.83273,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,1,1,3,Sales,2 - Specialist,Functional,4 - Exceeds Expectations,14.897192,100.83273,APJ,3,1,1,3,0
2897,17502,20,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,15,65000,Part-Time,Temporary,No,55,Support,3 - Senior,Functional,3 - Meets Expectations,APJ,Malaysia,2.392376,112.84719399999999,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,2,4,Support,3 - Senior,Functional,3 - Meets Expectations,2.392376,112.84719399999999,APJ,5,2,1,2,0
2898,17686,20,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,9,65000,Full-Time,Temporary,No,55,Sales,4 - Expert / Manager,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,3 - Decreasing,Intra-Functional Move,Promotion,Yes,1,1,4,Sales,3 - Senior,Functional,5 - Consistently Exceeds Expectations,51.083420000000004,10.423447,EMEA,3,2,1,4,2
2899,18051,20,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,9,65000,Full-Time,Temporary,No,55,Service,3 - Senior,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,3 - Decreasing,Intra-Functional Move,Promotion,Yes,1,1,4,Service,2 - Specialist,Functional,5 - Consistently Exceeds Expectations,51.083420000000004,10.423447,EMEA,4,1,1,4,2
2900,18076,20,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,9,65000,Full-Time,Temporary,No,55,Sales,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,4 - Expert / Manager,Project / Management,3 - Meets Expectations,39.78373,-100.445882,Americas,3,3,2,2,1
2901,18056,20,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,9,65000,Full-Time,Temporary,No,55,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,3 - Decreasing,Intra-Functional Move,Promotion,Yes,1,1,4,Sales,3 - Senior,Functional,4 - Exceeds Expectations,51.083420000000004,10.423447,EMEA,3,2,1,3,2
