,Employee_ID,Age,Critical_Job_Role,Risk_of_Loss,Impact_of_Loss,Future_Leader,Gender,Generation,Managerial_Employee,Minority,Organization_Tenure_Months,Salary,Employment_Type,Employment_Type_2,High_Potential,Previous Functional Area,Previous Job Level,Previous Career Path,Previous Performance Rating,Previous Country,PrevCountryLat,PrevCountryLon,Previous Region,TimeInPrevPositionMonth,Current Functional Area,Current Job Level,Current Career Path,Current Performance Rating,Current Region,Current Country,CurCountryLat,CurCountryLon,Promotion within last 3 years,Changed Position within last 2 years,Change in Performance Rating,FunctionalAreaChangeType,JobLevelChangeType,Flight_Risk
121,10170,26,Yes,Medium,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,48,40000,Full-Time,Regular,No,,,,,,,,,4,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
122,10171,26,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Minority,24,40000,Full-Time,Regular,No,,,,,,,,,4,R&D,5 - Senior Expert / Senior Manager,Project / Management,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
123,10172,26,Yes,High,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,48,50000,Full-Time,Regular,No,,,,,,,,,4,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
124,10173,26,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,60,40000,Full-Time,Regular,No,,,,,,,,,4,Service,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
125,10174,26,Yes,Unallocated,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,14,40000,Full-Time,Regular,No,,,,,,,,,4,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
126,10175,26,Yes,High,High,No,Female,Generation Y,Managerial,Non-Minority,108,120000,Full-Time,Regular,No,,,,,,,,,4,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
127,10176,26,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Minority,11,40000,Full-Time,Regular,No,,,,,,,,,4,Support,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
128,10177,26,Yes,Medium,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,36,50000,Part-Time,Regular,No,,,,,,,,,4,Support,5 - Senior Expert / Senior Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,External Hire,External Hire,No
129,10178,46,No,Unallocated,Unallocated,No,Female,Generation X,Managerial,Non-Minority,120,120000,Full-Time,Regular,No,,,,,,,,,4,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
130,10179,26,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Minority,11,40000,Full-Time,Regular,Yes,,,,,,,,,4,Support,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
131,10180,26,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,30000,Full-Time,Regular,Yes,,,,,,,,,4,Support,5 - Senior Expert / Senior Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
132,10181,26,Yes,Medium,Medium,Yes,Female,Generation Y,Non-Managerial,Minority,48,50000,Full-Time,Regular,No,,,,,,,,,4,R&D,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
133,10182,26,No,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,48,50000,Full-Time,Regular,No,,,,,,,,,4,Service,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
134,10183,26,No,Medium,Medium,No,Male,Generation Y,Non-Managerial,Non-Minority,48,50000,Full-Time,Regular,No,,,,,,,,,4,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
135,10184,26,Yes,Medium,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,48,50000,Full-Time,Regular,No,,,,,,,,,4,Service,3 - Senior,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
136,10185,26,Yes,Medium,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,48,40000,Full-Time,Regular,No,,,,,,,,,4,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
137,10187,26,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Minority,15,40000,Full-Time,Regular,No,,,,,,,,,4,Support,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
138,10188,26,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,60,40000,Full-Time,Regular,No,,,,,,,,,4,Support,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
139,10189,46,Yes,Unallocated,Unallocated,Yes,Female,Generation X,Non-Managerial,Non-Minority,8,70000,Full-Time,Regular,No,,,,,,,,,4,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,External Hire,External Hire,No
142,10193,46,Yes,Low,High,Yes,Female,Generation X,Managerial,Non-Minority,172,120000,Full-Time,Regular,No,,,,,,,,,4,Support,2 - Specialist,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
143,10194,25,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,5,50000,Full-Time,Regular,No,,,,,,,,,4,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
144,10195,25,No,Low,Medium,No,Male,Generation Y,Non-Managerial,Non-Minority,2,70000,Full-Time,Regular,Yes,,,,,,,,,4,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
145,10196,25,Yes,Low,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,60,50000,Full-Time,Regular,No,,,,,,,,,4,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
146,10198,25,Yes,Low,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,60,50000,Full-Time,Regular,No,,,,,,,,,4,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,External Hire,External Hire,No
147,10199,25,Yes,Medium,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,5,70000,Full-Time,Regular,No,,,,,,,,,4,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
148,10203,25,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,48,50000,Full-Time,Regular,Yes,,,,,,,,,4,Service,4 - Expert / Manager,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
149,10204,46,No,Unallocated,Unallocated,No,Female,Late Boomers,Non-Managerial,Non-Minority,148,120000,Full-Time,Regular,No,,,,,,,,,4,R&D,3 - Senior,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,External Hire,External Hire,No
150,10205,25,Yes,Medium,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,48,40000,Full-Time,Regular,No,,,,,,,,,4,Service,3 - Senior,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,External Hire,External Hire,No
151,10206,25,No,Medium,High,No,Male,Generation Y,Managerial,Non-Minority,72,85000,Full-Time,Regular,No,,,,,,,,,4,Support,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,No change,No change,No
152,10207,25,Yes,Medium,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,48,40000,Part-Time,Regular,No,,,,,,,,,4,R&D,5 - Senior Expert / Senior Manager,Project / Management,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,External Hire,External Hire,No
153,10208,25,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,72,40000,Full-Time,Regular,Yes,,,,,,,,,4,Sales,6 - Executive,Project / Management,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,No change,No change,No
154,10209,25,No,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,70000,Full-Time,Regular,No,,,,,,,,,4,R&D,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,No change,No change,No
155,10210,25,Yes,Medium,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,20,40000,Full-Time,Regular,Yes,,,,,,,,,4,Support,6 - Executive,Project / Management,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,No change,No change,No
156,10211,25,Yes,Medium,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,24,40000,Full-Time,Regular,No,,,,,,,,,4,Sales,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,Americas,Canada,61.066692,-107.991707,Yes,No,0 - Not available,No change,No change,No
157,10212,25,No,Low,Medium,No,Female,Generation Y,Non-Managerial,Non-Minority,34,85000,Full-Time,Regular,No,,,,,,,,,4,R&D,3 - Senior,Functional,0 - No performance Measurement,Americas,Canada,61.066692,-107.991707,Yes,No,0 - Not available,No change,No change,No
158,10213,25,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,72,40000,Full-Time,Regular,Yes,,,,,,,,,4,R&D,3 - Senior,Functional,0 - No performance Measurement,Americas,Canada,61.066692,-107.991707,Yes,No,0 - Not available,No change,No change,No
159,10215,46,Yes,Unallocated,Unallocated,Yes,Female,Late Boomers,Non-Managerial,Non-Minority,172,70000,Full-Time,Regular,Yes,,,,,,,,,4,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
160,10216,25,Yes,Low,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,60,50000,Full-Time,Regular,No,,,,,,,,,4,R&D,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,No change,No change,No
161,10217,25,Yes,Low,Low,Yes,Female,Generation Y,Non-Managerial,Non-Minority,20,40000,Full-Time,Regular,No,,,,,,,,,4,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,External Hire,External Hire,No
162,10218,25,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,48,50000,Full-Time,Regular,Yes,,,,,,,,,4,Service,5 - Senior Expert / Senior Manager,Functional,3 - Meets Expectations,Americas,Brazil,-10.333333,-53.2,Yes,No,0 - Not available,No change,No change,No
163,10219,25,No,Low,Medium,No,Female,Generation Y,Non-Managerial,Non-Minority,34,85000,Full-Time,Regular,No,,,,,,,,,4,R&D,4 - Expert / Manager,Project / Management,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,No change,No change,No
164,10220,25,Yes,High,Medium,Yes,Female,Generation Y,Non-Managerial,Minority,60,50000,Full-Time,Regular,No,,,,,,,,,4,R&D,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,Mexico,19.432601000000002,-99.133342,Yes,No,0 - Not available,External Hire,External Hire,No
165,10221,25,Yes,High,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,72,40000,Full-Time,Regular,No,,,,,,,,,4,Sales,3 - Senior,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,No change,No change,No
166,10222,25,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,5,50000,Full-Time,Regular,No,,,,,,,,,4,R&D,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,External Hire,External Hire,No
167,10223,25,No,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,48,40000,Full-Time,Regular,No,,,,,,,,,5,R&D,3 - Senior,Functional,0 - No performance Measurement,APJ,India,22.351115,78.667743,Yes,No,0 - Not available,No change,No change,No
168,10224,25,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,72,50000,Full-Time,Regular,No,,,,,,,,,5,Marketing,3 - Senior,Functional,0 - No performance Measurement,EMEA,Ireland,52.865196,-7.97946,Yes,No,0 - Not available,No change,No change,No
169,10225,25,No,Low,High,No,Female,Generation Y,Non-Managerial,Non-Minority,2,85000,Full-Time,Regular,No,,,,,,,,,5,Marketing,3 - Senior,Functional,0 - No performance Measurement,APJ,Australia,-24.776108999999998,134.755,Yes,No,0 - Not available,External Hire,External Hire,No
170,10226,25,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,72,40000,Full-Time,Regular,Yes,,,,,,,,,5,R&D,3 - Senior,Functional,0 - No performance Measurement,APJ,India,22.351115,78.667743,Yes,No,0 - Not available,No change,No change,No
171,10228,25,No,Unallocated,Unallocated,Yes,Female,Generation Y,Managerial,Non-Minority,36,85000,Full-Time,Regular,No,,,,,,,,,5,Marketing,5 - Senior Expert / Senior Manager,Functional,0 - No performance Measurement,EMEA,Spain,40.002803,-4.003104,Yes,No,0 - Not available,External Hire,External Hire,No
172,10229,25,No,Low,High,No,Male,Generation Y,Non-Managerial,Non-Minority,48,50000,Full-Time,Regular,No,,,,,,,,,5,Marketing,4 - Expert / Manager,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,Yes,No,0 - Not available,No change,No change,No
173,10230,25,Yes,Medium,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,20,40000,Full-Time,Regular,No,,,,,,,,,5,Support,3 - Senior,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,Yes,No,0 - Not available,External Hire,External Hire,No
174,10231,25,No,Medium,Low,No,Female,Generation Y,Non-Managerial,Minority,24,85000,Full-Time,Regular,No,,,,,,,,,5,R&D,4 - Expert / Manager,Functional,0 - No performance Measurement,APJ,India,22.351115,78.667743,Yes,No,0 - Not available,No change,No change,No
175,10232,46,Yes,Low,High,Yes,Female,Late Boomers,Non-Managerial,Non-Minority,196,50000,Part-Time,Regular,No,,,,,,,,,5,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
186,12534,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,30000,Full-Time,Temporary,No,,,,,,,,,3,R&D,3 - Senior,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,Yes
187,12538,20,Yes,High,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,30000,Full-Time,Temporary,Yes,,,,,,,,,3,Service,5 - Senior Expert / Senior Manager,Functional,0 - No performance Measurement,Americas,Mexico,19.432601000000002,-99.133342,No,No,0 - Not available,No change,No change,Yes
188,10842,20,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,30000,Full-Time,Temporary,No,,,,,,,,,3,Service,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,Yes
189,10865,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,30000,Full-Time,Temporary,No,,,,,,,,,3,Sales,3 - Senior,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,External Hire,External Hire,Yes
190,10873,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,30000,Full-Time,Temporary,No,,,,,,,,,3,Support,4 - Expert / Manager,Functional,2 - Partially Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,External Hire,External Hire,Yes
191,10923,20,No,Low,Low,No,Male,Generation Y,Non-Managerial,Non-Minority,5,30000,Full-Time,Temporary,No,,,,,,,,,3,Support,3 - Senior,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,Yes
192,10235,46,No,Low,High,No,Female,Generation X,Non-Managerial,Non-Minority,120,85000,Full-Time,Regular,No,,,,,,,,,5,Service,3 - Senior,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
193,10236,25,No,Unallocated,Unallocated,Yes,Male,Generation Y,Managerial,Non-Minority,96,70000,Full-Time,Regular,Yes,,,,,,,,,5,Marketing,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Belgium,50.640735,4.6669599999999996,Yes,No,0 - Not available,External Hire,External Hire,No
194,10237,25,Yes,Medium,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,24,40000,Full-Time,Regular,No,,,,,,,,,5,Service,3 - Senior,Functional,0 - No performance Measurement,APJ,Malaysia,2.392376,112.84719399999999,Yes,No,0 - Not available,No change,No change,No
195,10239,25,No,Low,Medium,No,Male,Generation Y,Non-Managerial,Non-Minority,72,85000,Full-Time,Regular,No,,,,,,,,,5,Marketing,3 - Senior,Functional,0 - No performance Measurement,Americas,Argentina,-34.996496,-64.967282,Yes,No,0 - Not available,No change,No change,No
196,10240,25,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,48,40000,Full-Time,Regular,Yes,,,,,,,,,5,Marketing,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,APJ,Singapore,1.290475,103.852036,Yes,No,0 - Not available,No change,No change,No
197,10241,25,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,36,50000,Full-Time,Regular,No,,,,,,,,,5,Support,4 - Expert / Manager,Project / Management,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,External Hire,External Hire,No
198,10242,25,No,Low,High,No,Female,Generation Y,Non-Managerial,Non-Minority,2,85000,Full-Time,Regular,No,,,,,,,,,5,Marketing,5 - Senior Expert / Senior Manager,Project / Management,4 - Exceeds Expectations,APJ,Australia,-24.776108999999998,134.755,Yes,No,0 - Not available,No change,No change,No
199,10243,25,No,Unallocated,Unallocated,Yes,Male,Generation Y,Managerial,Non-Minority,96,70000,Full-Time,Regular,No,,,,,,,,,5,Marketing,6 - Executive,Project / Management,0 - No performance Measurement,EMEA,Belgium,50.640735,4.6669599999999996,Yes,No,0 - Not available,No change,No change,No
200,10245,25,Yes,Low,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,48,40000,Full-Time,Regular,No,,,,,,,,,5,Marketing,6 - Executive,Project / Management,3 - Meets Expectations,EMEA,Spain,40.002803,-4.003104,Yes,No,0 - Not available,No change,No change,No
